Epoch,Training Loss,Validation Loss,Training Loss,Validation Loss,1 layer,2 layer,3 layer,4 layer,5 layer,12 layer,1 neuron,5 neuron,10 neuron,30 neuron
4169,0.61848,0.603565,0.3958272,0.3815088,0.800382039,0.641505631,0.513604505,0.418483604,0.362786883,0.34335792,2.71409982,0.957240929,0.739596762,0.481677692
4170,0.617716,0.664256,0.39533824,0.41023104,0.797754279,0.674203423,0.546162739,0.438930191,0.387944153,0.369207936,2.74110818,0.969431229,0.740673517,0.504241568
4171,0.619304,0.635428,0.39635456,0.40151424,0.800887479,0.656709983,0.558567987,0.471654389,0.396923511,0.361362816,2.73355798,0.967222729,0.742471292,0.510983355
4172,0.617324,0.60075,0.39508736,0.37917632,0.779999559,0.642399647,0.551919718,0.467135774,0.412108619,0.341258688,2.7003761,0.940187829,0.720046627,0.517724461
4173,0.617629,0.616157,0.39528256,0.39386944,0.789742679,0.642994143,0.544395315,0.442316252,0.373853001,0.354482496,2.71954078,0.954641729,0.730967442,0.490010747
4174,0.617481,0.598386,0.39518784,0.37685664,0.780179879,0.625743903,0.527795123,0.433836098,0.368668878,0.339170976,2.69734658,0.938763229,0.719825717,0.482687748
4175,0.617617,0.612572,0.39527488,0.39043168,0.809204919,0.663763935,0.567811148,0.471848919,0.387879135,0.351388512,2.72503414,0.967119529,0.748683572,0.503727214
4176,0.617476,0.599522,0.39518464,0.3779488,0.779372039,0.657097631,0.563678105,0.476142484,0.400113987,0.34015392,2.69723482,0.938303429,0.719104887,0.507751875
4177,0.618382,0.659897,0.39576448,0.40904928,0.817522519,0.657618015,0.552094412,0.47287553,0.390700424,0.368144352,2.74701054,0.982266529,0.758708522,0.509013645
4178,0.619981,0.655328,0.39678784,0.40809888,0.796422119,0.642337695,0.550270156,0.461416125,0.3863329,0.367288992,2.73510994,0.965766029,0.738758097,0.502219526
4179,0.617754,0.631126,0.39536256,0.3996416,0.807814839,0.661451871,0.558761497,0.479409198,0.406727358,0.35967744,2.73194902,0.969881929,0.748331612,0.519358272
4180,0.617551,0.683808,0.39523264,0.41643488,0.832458119,0.671966495,0.567573196,0.465658557,0.411326846,0.374791392,2.76066394,0.996561029,0.773483847,0.528373683
4181,0.617526,0.60963,0.39521664,0.38763648,0.789109719,0.633287775,0.51503022,0.414424176,0.338339341,0.348872832,2.70979134,0.949450529,0.729194922,0.460561579
4182,0.618531,0.615659,0.39585984,0.39310272,0.806025959,0.649220767,0.556976614,0.458781291,0.391025033,0.353792448,2.7233157,0.964670829,0.745687177,0.505754192
4183,0.617512,0.634883,0.39520768,0.4007664,0.813539639,0.661231711,0.543785369,0.474228295,0.390182636,0.36068976,2.73433622,0.973937929,0.753639212,0.506933695
4184,0.61645,0.636511,0.394528,0.40094752,0.802370759,0.657096607,0.554477286,0.450381829,0.367505463,0.360852768,2.7285329,0.965451829,0.743141027,0.487094736
4185,0.616737,0.639828,0.39471168,0.4021008,0.817374039,0.665499231,0.562399385,0.459119508,0.376895606,0.36189072,2.73678782,0.977080929,0.757300762,0.496932671
4186,0.618315,0.601143,0.3957216,0.37923648,0.768759719,0.639007775,0.51880622,0.449444976,0.375955981,0.341312832,2.68921634,0.928988029,0.708816797,0.486562391
4187,0.617579,0.642127,0.39525056,0.40310592,0.821279159,0.684623327,0.575298662,0.469838929,0.396271144,0.362795328,2.7389455,0.980112329,0.760987452,0.513039381
4188,0.618084,0.622512,0.39557376,0.39699072,0.778613959,0.634891167,0.517512934,0.433610347,0.358888278,0.357291648,2.7110977,0.944855829,0.720174427,0.476081788
4189,0.616786,0.60596,0.39474304,0.38435008,0.785423319,0.663538655,0.542830924,0.436664739,0.386931791,0.345915072,2.70146174,0.943442529,0.724928122,0.498233939
4190,0.61724,0.656843,0.3950336,0.40770656,0.825029799,0.682423839,0.559939071,0.472751257,0.389801006,0.366935904,2.74422146,0.984625629,0.764928757,0.508765931
4191,0.617335,0.653247,0.3950944,0.40658624,0.798159479,0.639727583,0.539382067,0.442305653,0.359844523,0.365927616,2.72926598,0.963712729,0.739547792,0.480618164
4192,0.616531,0.601346,0.39457984,0.38000224,0.780625479,0.630900383,0.535920307,0.439936245,0.369148996,0.342002016,2.69351498,0.937070229,0.719736667,0.482733243
4193,0.618568,0.640624,0.39588352,0.40294144,0.808214679,0.679771743,0.546617395,0.443293916,0.367835133,0.362647296,2.72984878,0.969031729,0.748418942,0.488074452
4194,0.617617,0.639943,0.39527488,0.4024192,0.816742439,0.663793951,0.541835161,0.471868129,0.416694503,0.36217728,2.73319042,0.974966429,0.756298437,0.528348888
4195,0.616524,0.594582,0.39457536,0.37351104,0.784884279,0.653907423,0.533525939,0.443620751,0.369696601,0.336159936,2.68795318,0.936418729,0.722767892,0.483041027
4196,0.617673,0.600543,0.39531072,0.37886592,0.779289159,0.649031327,0.522825062,0.436660049,0.37132804,0.340979328,2.6901105,0.934699829,0.718141827,0.484002398
4197,0.618482,0.595132,0.39582848,0.37341248,0.766485719,0.630788575,0.53943086,0.449544688,0.371635751,0.336071232,2.67785534,0.922170529,0.705406922,0.481742707
4198,0.615872,0.642214,0.39415808,0.40258752,0.802710759,0.675768607,0.567814886,0.468251909,0.381001527,0.362328768,2.7247429,0.963726829,0.742964777,0.497546587
4199,0.617169,0.610958,0.39498816,0.3890256,0.779398839,0.639519071,0.532015257,0.448412206,0.380329764,0.35012304,2.69912502,0.939261929,0.719364612,0.492116197
4200,0.616209,0.633412,0.39437376,0.39987872,0.796839271,0.672271417,0.562617134,0.467693707,0.394554965,0.359890848,2.718298356,0.957568813,0.737021657,0.507157735
4201,0.61598,0.660497,0.3942272,0.40847264,0.800483191,0.658786553,0.553029242,0.455223394,0.386978715,0.367625376,2.728314236,0.964398713,0.741462072,0.502462715
4202,0.61697,0.618636,0.3948608,0.39539392,0.808054471,0.679243577,0.568194862,0.472155889,0.391324711,0.355854528,2.718621156,0.963337813,0.746875307,0.505727331
4203,0.61755,0.608228,0.395232,0.38628288,0.785193431,0.636954745,0.526763796,0.431411037,0.362328829,0.347654592,2.697679596,0.941436513,0.724254202,0.478150366
4204,0.616531,0.624781,0.39457984,0.39721984,0.810780391,0.665424313,0.56393945,0.46515156,0.375321248,0.357497856,2.721010036,0.965895213,0.749559097,0.493436041
4205,0.616014,0.725267,0.39424896,0.42920992,0.839020471,0.688016377,0.572013102,0.482810481,0.403848385,0.386288928,2.766720156,1.002870313,0.779982932,0.523652771
4206,0.616523,0.616013,0.39457472,0.39408512,0.794545671,0.670436537,0.57314923,0.493719384,0.416175507,0.354676608,2.708957956,0.951751813,0.733847207,0.523290768
4207,0.615981,0.631367,0.39422784,0.39915136,0.793061911,0.667249529,0.568599623,0.457279698,0.389423759,0.359236224,2.712882316,0.952972113,0.733039462,0.50213343
4208,0.618408,0.601586,0.39578112,0.379632,0.782592551,0.643274041,0.517419233,0.436735386,0.359388309,0.3416688,2.687728276,0.935160413,0.720734517,0.47454273
4209,0.61624,0.63953,0.3943936,0.4018464,0.779056951,0.654045561,0.524036449,0.424029159,0.376823327,0.36166176,2.707774876,0.943415913,0.720146692,0.490141844
4210,0.616287,0.684068,0.39442368,0.4161136,0.830374151,0.665499321,0.559999457,0.473599565,0.401279652,0.37450224,2.747300676,0.988837413,0.769989967,0.518791204
4211,0.616605,0.605663,0.3946272,0.38412288,0.770233431,0.632186745,0.525349396,0.426679517,0.364543613,0.345710592,2.684839596,0.927536513,0.709559202,0.477142193
4212,0.615819,0.614312,0.39412416,0.39267744,0.775037991,0.629630393,0.541304314,0.451443451,0.383154761,0.353409696,2.695396436,0.935217213,0.715082797,0.493567251
4213,0.616957,0.635962,0.39485248,0.40093408,0.812744631,0.675795705,0.559036564,0.486829251,0.413063401,0.360840672,2.722106396,0.967425513,0.751414852,0.523935823
4214,0.616172,0.607723,0.39435008,0.38623904,0.783899591,0.646719673,0.555775738,0.458220591,0.396576473,0.347615136,2.692588836,0.938244213,0.722485747,0.504910021
4215,0.6164,0.595527,0.394496,0.37445792,0.757568471,0.640054777,0.536443822,0.437155057,0.355324046,0.337012128,2.667242156,0.912405313,0.696277682,0.466740299
4216,0.615725,0.623061,0.394064,0.39641152,0.782572071,0.626057657,0.517246126,0.4473969,0.36311752,0.356770368,2.701297556,0.941934813,0.722412757,0.478880979
4217,0.615505,0.622883,0.3939232,0.39628416,0.787094711,0.644475769,0.549980615,0.476784492,0.414627594,0.356655744,2.703031516,0.945063113,0.726586812,0.520714698
4218,0.616554,0.624046,0.39459456,0.396992,0.779252551,0.624202041,0.510561633,0.441649306,0.372919445,0.3572928,2.699418276,0.939335413,0.719273267,0.486202639
4219,0.617227,0.596724,0.39502528,0.3753424,0.787452951,0.635162361,0.513729889,0.430183911,0.364547129,0.33780816,2.681468876,0.934460913,0.724204942,0.478529886
4220,0.616658,0.608072,0.39466112,0.38641856,0.768779111,0.655023289,0.536818631,0.435054905,0.355643924,0.347776704,2.682808116,0.925793613,0.708032737,0.469673862
4221,0.616272,0.650554,0.39441408,0.40538432,0.794794871,0.663835897,0.560268718,0.459414974,0.399131979,0.364845888,2.714381756,0.954588313,0.734743232,0.510223246
4222,0.615793,0.607272,0.39410752,0.38592736,0.778387911,0.635910329,0.531128263,0.42890261,0.359522088,0.347334624,2.686321316,0.932354613,0.716879587,0.474088593
4223,0.615453,0.601726,0.39388992,0.380712,0.786222551,0.644178041,0.529742433,0.432193946,0.378555157,0.3426408,2.684623276,0.935422913,0.723522642,0.489928708
4224,0.615939,0.625624,0.39420096,0.39730016,0.805060711,0.647648569,0.534918855,0.441535084,0.365628067,0.357570144,2.710230516,0.957645613,0.743206937,0.484031576
4225,0.615012,0.696858,0.39360768,0.4197984,0.798608951,0.652487161,0.548389729,0.444711783,0.386569426,0.37781856,2.729102876,0.963855913,0.739920692,0.502026723
4226,0.616324,0.591748,0.39444736,0.3708544,0.759514951,0.621211961,0.514169569,0.425335655,0.344668524,0.33376896,2.660211876,0.909863413,0.697102067,0.457707502
4227,0.615185,0.615555,0.3937184,0.3938368,0.777947351,0.647157881,0.554126305,0.481301044,0.407840835,0.35445312,2.692010476,0.934978913,0.717205242,0.513268451
4228,0.61513,0.623676,0.3936832,0.39641792,0.775178471,0.636942777,0.510754222,0.417403377,0.339922702,0.356776128,2.692807156,0.933992813,0.714882057,0.458736724
4229,0.615403,0.620074,0.39385792,0.39535264,0.778363191,0.640290553,0.551032442,0.450825954,0.385060763,0.355817376,2.692934236,0.935648713,0.717684572,0.495178353
4230,0.615789,0.680802,0.39410496,0.41490912,0.818969671,0.674775737,0.56942059,0.463136472,0.389309177,0.373418208,2.732393956,0.975681813,0.758147707,0.506583704
4231,0.614845,0.599323,0.3935008,0.37859968,0.790110231,0.670488185,0.548390548,0.441912438,0.384729951,0.340739712,2.681254796,0.935682513,0.726503302,0.494920463
4232,0.615301,0.624491,0.39379264,0.39673344,0.784493991,0.657995193,0.539596154,0.466876923,0.382701539,0.357060096,2.696180436,0.940337213,0.723454797,0.494228674
4233,0.614887,0.624715,0.39352768,0.39667264,0.768683191,0.642146553,0.548917242,0.443133794,0.383707035,0.357005376,2.687814236,0.928248713,0.708574572,0.492615371
4234,0.614197,0.657013,0.39308608,0.4067872,0.800647751,0.650918201,0.534334561,0.461067649,0.400054119,0.36610848,2.713511076,0.957079413,0.739755667,0.511459178
4235,0.615487,0.618441,0.39391168,0.39485696,0.770167511,0.620134009,0.536107207,0.458085766,0.393668613,0.355371264,2.685940716,0.928054113,0.709639162,0.500545713
4236,0.616143,0.589893,0.39433152,0.36913152,0.773492071,0.619993657,0.523194926,0.44175594,0.354604752,0.332218368,2.661477556,0.917484813,0.709490257,0.467180764
4237,0.617292,0.64089,0.39506688,0.40261824,0.775228791,0.624983033,0.504786426,0.414229141,0.340583313,0.362356416,2.695432636,0.935330713,0.715254272,0.459532793
4238,0.615571,0.68338,0.39396544,0.41566432,0.817724871,0.668179897,0.563343918,0.484275134,0.396620107,0.374097888,2.729326756,0.973525813,0.756675107,0.512001248
4239,0.615093,0.607286,0.39365952,0.3861648,0.763675351,0.635740281,0.520592225,0.41647378,0.356379024,0.34754832,2.672402476,0.918038913,0.702266242,0.468711002
4240,0.615039,0.615454,0.39362496,0.39375776,0.796256799,0.643805439,0.539844351,0.441075481,0.377260385,0.354381984,2.69588616,0.946071479,0.733710469,0.491022604
4241,0.615196,0.629894,0.39372544,0.3984288,0.803177839,0.657742271,0.527393817,0.447115053,0.372092043,0.35858592,2.70361772,0.953397779,0.740732824,0.48835319
4242,0.614693,0.688018,0.39340352,0.41686752,0.800266559,0.659413247,0.533930598,0.445544478,0.390435582,0.375180768,2.7202008,0.960233679,0.740258339,0.504395201
4243,0.615338,0.601421,0.39381632,0.380456,0.778905039,0.653124031,0.539299225,0.45703938,0.388031504,0.3424104,2.67270852,0.925806779,0.715630474,0.495586559
4244,0.614348,0.682834,0.39318272,0.41509824,0.817797279,0.660237823,0.531390258,0.443512207,0.357609765,0.373588416,2.72639688,0.972097079,0.756372229,0.480507228
4245,0.61454,0.619889,0.3933056,0.39501728,0.774766319,0.654613055,0.524090444,0.435272355,0.351417884,0.355515552,2.68440044,0.929583379,0.713470584,0.467050983
4246,0.614394,0.622444,0.39321216,0.39578816,0.773387199,0.645909759,0.534727807,0.447782246,0.378625797,0.356209344,2.68408176,0.928734479,0.712224019,0.488647533
4247,0.615263,0.638489,0.39376832,0.40120064,0.781049679,0.659639743,0.564511794,0.455609436,0.381687548,0.361080576,2.69292548,0.936987579,0.720034154,0.492747554
4248,0.614615,0.611925,0.3933536,0.3907712,0.769670239,0.639336191,0.544268953,0.442215162,0.36497213,0.35169408,2.67640632,0.923038279,0.708012249,0.47658536
4249,0.613718,0.683351,0.39277952,0.41506208,0.809411119,0.677928895,0.551943116,0.453154493,0.387323594,0.373555872,2.72016764,0.964789379,0.748255684,0.502816751
4250,0.614665,0.624608,0.3933856,0.39656736,0.776766399,0.642213119,0.529770495,0.434616396,0.370893117,0.356910624,2.68495056,0.930858479,0.715289419,0.482886189
4251,0.61473,0.635912,0.3934272,0.40020544,0.797054479,0.660043583,0.544034866,0.454427893,0.375542314,0.360184896,2.69833268,0.947693579,0.734714254,0.489972567
4252,0.615654,0.582128,0.39401856,0.3618336,0.746932639,0.613946111,0.501956889,0.421965511,0.374772409,0.32565024,2.63449992,0.890716279,0.682878549,0.477961183
4253,0.61387,0.641488,0.3928768,0.40171456,0.789463599,0.634370879,0.517496703,0.419197363,0.34295789,0.361543104,2.69524636,0.942354979,0.727686444,0.462837308
4254,0.613973,0.649375,0.39294272,0.40427136,0.786270399,0.637016319,0.544013055,0.460810444,0.407848355,0.363844224,2.69580656,0.941038479,0.724962419,0.51448638
4255,0.614525,0.650807,0.393296,0.40490624,0.797155279,0.674524223,0.549219378,0.444975503,0.365980402,0.364415616,2.70148388,0.949319579,0.735196354,0.482648237
4256,0.61545,0.631807,0.393888,0.39912224,0.799221279,0.665777023,0.560621618,0.480497295,0.416397836,0.359210016,2.69633288,0.947777079,0.736360229,0.522673685
4257,0.615128,0.61625,0.39368192,0.39404096,0.789589999,0.637671999,0.527737599,0.428990079,0.360792063,0.354636864,2.68603596,0.937812979,0.726645744,0.476196246
4258,0.612358,0.607091,0.39190912,0.3868528,0.776651839,0.627721471,0.530977177,0.437181741,0.388145393,0.34816752,2.67197872,0.924315279,0.713567699,0.49537937
4259,0.613439,0.600533,0.39260096,0.3802112,0.771460239,0.629968191,0.534374553,0.450299642,0.377039714,0.34219008,2.66234132,0.916900779,0.707820374,0.485011927
4260,0.61462,0.584879,0.3933568,0.36480544,0.751504479,0.637203583,0.542562866,0.442850293,0.377880234,0.328324896,2.63655768,0.894031079,0.687136129,0.481110403
4261,0.615057,0.655698,0.39363648,0.4066416,0.801590639,0.666872511,0.553498009,0.454398407,0.369118726,0.36597744,2.70303692,0.952313779,0.739271424,0.485757737
4262,0.614277,0.619494,0.39313728,0.39480672,0.767605759,0.614084607,0.495667686,0.434134148,0.377307319,0.355326048,2.6738096,0.920707679,0.705881239,0.485987391
4263,0.612257,0.647806,0.39184448,0.40322016,0.785869199,0.668295359,0.555836287,0.46386903,0.399095224,0.362898144,2.69095476,0.938411979,0.724004894,0.506958575
4264,0.614347,0.603562,0.39318208,0.38282848,0.776927519,0.621942015,0.527553612,0.46084289,0.379074312,0.344545632,2.66569224,0.921309879,0.713023109,0.487521425
4265,0.61309,0.619317,0.3923776,0.39437024,0.780719279,0.658575423,0.556060338,0.472448271,0.393558617,0.354933216,2.67872988,0.929724579,0.717970604,0.500791809
4266,0.613302,0.618405,0.39251328,0.39414624,0.763145279,0.635316223,0.535852978,0.432282383,0.373425906,0.354731616,2.66931888,0.916232079,0.701416979,0.481987141
4267,0.613098,0.59909,0.39238272,0.37893504,0.770184079,0.622947263,0.50395781,0.416766248,0.356212999,0.341041536,2.65722708,0.913705579,0.706064454,0.467711515
4268,0.613173,0.650585,0.39243072,0.40440256,0.777501599,0.631201279,0.542161023,0.439328819,0.370263055,0.363962304,2.68595336,0.931727479,0.716058069,0.48255594
4269,0.613683,0.618447,0.39275712,0.3942816,0.772030639,0.640024511,0.527619609,0.453295687,0.36623655,0.35485344,2.67269692,0.922363779,0.709613924,0.477461996
4270,0.613821,0.600588,0.39284544,0.38014176,0.769340799,0.619072639,0.512458111,0.444766489,0.387813191,0.342127584,2.65681216,0.913076479,0.705274719,0.492865849
4271,0.612669,0.623187,0.39210816,0.39547392,0.795322959,0.649058367,0.556446694,0.452757355,0.382205884,0.355926528,2.6847354,0.940029179,0.731499514,0.493770543
4272,0.61117,0.61341,0.3911488,0.3918656,0.773164639,0.647731711,0.531785369,0.450228295,0.375382636,0.35267904,2.66964792,0.921406279,0.710225049,0.484587365
4273,0.612551,0.648163,0.39203264,0.40342848,0.776177519,0.644142015,0.546913612,0.44513089,0.393304712,0.363085632,2.68231724,0.929247379,0.714444984,0.500493245
4274,0.613349,0.638896,0.39254336,0.4007184,0.795317439,0.666253951,0.569403161,0.482722529,0.392178023,0.36064656,2.68877712,0.942047279,0.731999899,0.502151874
4275,0.614377,0.592822,0.39320128,0.37250848,0.775757519,0.631806015,0.510644812,0.42291585,0.35913268,0.335257632,2.65038724,0.913072379,0.710086234,0.46992062
4276,0.614328,0.627802,0.39316992,0.3974816,0.767380639,0.624304511,0.518243609,0.435794887,0.36703591,0.35773344,2.67077192,0.919076279,0.705304549,0.477443984
4277,0.611275,0.605392,0.391216,0.38556832,0.754517359,0.613613887,0.50089111,0.419512888,0.36041031,0.347011488,2.652027,0.903272179,0.691706064,0.468982684
4278,0.614193,0.640549,0.39308352,0.40151744,0.797916479,0.646733183,0.523386546,0.435109237,0.38208739,0.361365696,2.68927568,0.943596079,0.734336379,0.494389128
4279,0.613012,0.624516,0.39232768,0.39600896,0.772657999,0.653726399,0.549781119,0.449024895,0.371219916,0.356408064,2.67073796,0.921697979,0.709917994,0.481315529
4280,0.61429,0.629078,0.3931456,0.39787776,0.776716429,0.629773143,0.543818515,0.442654812,0.385323849,0.358089984,2.674235975,0.925476202,0.713906372,0.49335432
4281,0.613128,0.609108,0.39240192,0.38854272,0.755231389,0.605785111,0.493428089,0.417542471,0.343633977,0.349688448,2.653758415,0.904494902,0.692547267,0.455806162
4282,0.611445,0.622128,0.3913248,0.39474336,0.767282029,0.627025623,0.528020499,0.429216399,0.360573119,0.355269024,2.665584375,0.916433202,0.704569822,0.471745136
4283,0.612093,0.60355,0.39173952,0.38353824,0.787126909,0.668901527,0.550721222,0.468576977,0.414861582,0.345184416,2.663901695,0.925514302,0.721723757,0.516992126
4284,0.611928,0.653797,0.39163392,0.405032,0.770470669,0.627576535,0.518861228,0.423888983,0.369911186,0.3645288,2.676667335,0.923569002,0.708745252,0.480642749
4285,0.613132,0.791451,0.39240448,0.44946656,0.825955229,0.674364183,0.541491347,0.461193077,0.405754462,0.404519904,2.748444175,0.987199702,0.766266347,0.52204351
4286,0.613014,0.631567,0.39232896,0.39826592,0.800604589,0.656883671,0.555906937,0.48312555,0.40690044,0.358439328,2.684168215,0.942386402,0.736050042,0.513997632
4287,0.612416,0.62152,0.39194624,0.39485952,0.774248189,0.635398551,0.511118841,0.439295073,0.382236058,0.355373568,2.667183615,0.920715902,0.710865117,0.489932027
4288,0.613086,0.619643,0.39237504,0.39447328,0.768511949,0.637209559,0.544567647,0.455654118,0.382123294,0.355025952,2.663529255,0.916020602,0.705389112,0.488902756
4289,0.612775,0.6175,0.392176,0.393688,0.770776669,0.643021335,0.517217068,0.436973655,0.349978924,0.3543192,2.663476335,0.917126502,0.707364127,0.46340844
4290,0.611575,0.632049,0.391408,0.39795968,0.770898349,0.617918679,0.511934943,0.445947955,0.380758364,0.358163712,2.667408855,0.919153602,0.707962162,0.488437412
4291,0.611165,0.666072,0.3911456,0.40871584,0.790304509,0.668643607,0.572514886,0.494811909,0.419449527,0.367844256,2.687468095,0.938886302,0.727449957,0.523336882
4292,0.612082,0.61744,0.39173248,0.39344704,0.789285709,0.653028567,0.544822854,0.454258283,0.403006626,0.354102336,2.671289895,0.930287802,0.724536232,0.508462861
4293,0.612578,0.627283,0.39204992,0.39675552,0.791244189,0.635795351,0.539036281,0.462829025,0.37146322,0.357079968,2.675177615,0.933210902,0.726735867,0.483812756
4294,0.612454,0.608275,0.39197056,0.38795872,0.756297389,0.606237911,0.496990329,0.404792263,0.341433811,0.349162848,2.648507415,0.902402402,0.692823642,0.453627529
4295,0.612599,0.624329,0.39206336,0.39581696,0.773205629,0.645764503,0.527011603,0.437609282,0.365287426,0.356235264,2.664419775,0.918812702,0.709607397,0.475992481
4296,0.611424,0.59715,0.39131136,0.37760832,0.753246989,0.641797591,0.535038073,0.431630458,0.378104367,0.339847488,2.635831815,0.894539402,0.688570092,0.481391374
4297,0.612449,0.62857,0.39196736,0.39712608,0.774614749,0.637691799,0.527353439,0.450682752,0.397746201,0.357413472,2.665633455,0.920124102,0.710992087,0.502221781
4298,0.611352,0.628874,0.39126528,0.39687232,0.779410989,0.643528791,0.535223033,0.451778426,0.367822741,0.357185088,2.667377815,0.923394402,0.715406842,0.478937073
4299,0.611935,0.631301,0.3916384,0.39783552,0.785024189,0.661619351,0.538095481,0.434076385,0.350061108,0.358051968,2.670747615,0.927885902,0.720739617,0.465626067
4300,0.611543,0.621768,0.39138752,0.39465952,0.768898189,0.615518551,0.528814841,0.423851873,0.341081498,0.355193568,2.659108615,0.914003402,0.705174492,0.455665879
4301,0.611452,0.62195,0.39132928,0.39468864,0.784377309,0.641901847,0.527521478,0.457217182,0.374973746,0.355219776,2.666477295,0.925427302,0.719639807,0.485064457
4302,0.609987,0.63764,0.39039168,0.39924064,0.788779309,0.635023447,0.529218758,0.428575006,0.358460005,0.359316576,2.672830295,0.930804802,0.724285682,0.472928964
4303,0.61088,0.610643,0.3909632,0.39073568,0.791724349,0.639379479,0.531903583,0.442722867,0.365378293,0.351662112,2.665397855,0.928561102,0.725933537,0.478014855
4304,0.612294,0.597898,0.39186816,0.378048,0.743286669,0.605829335,0.487863468,0.390690775,0.32695262,0.3402432,2.628091335,0.885689002,0.678887252,0.438699896
4305,0.610287,0.62402,0.39058368,0.39497824,0.788466909,0.660773527,0.546618822,0.469295057,0.393836046,0.355480416,2.667211695,0.927839302,0.723310007,0.500636697
4306,0.61007,0.622436,0.3904448,0.39440192,0.770940589,0.635152471,0.536521977,0.437217582,0.352974065,0.354961728,2.657472215,0.914206402,0.706757042,0.465220532
4307,0.611398,0.645181,0.39129472,0.40210528,0.794493949,0.655195159,0.559356127,0.475484902,0.394787922,0.361894752,2.676552255,0.935523102,0.729751237,0.502934958
4308,0.610788,0.644779,0.39090432,0.40178144,0.801620109,0.648496087,0.52439687,0.432717496,0.367773997,0.361603296,2.679391495,0.940505802,0.736341532,0.482320358
4309,0.611859,0.609575,0.39158976,0.38939712,0.761485789,0.617588631,0.495670905,0.405336724,0.332669379,0.350457408,2.646540015,0.904012902,0.697117567,0.446938084
4310,0.612231,0.674683,0.39182784,0.41181248,0.781351149,0.659080919,0.547664735,0.456931788,0.379145431,0.370631232,2.678488055,0.929919602,0.718493262,0.489300265
4311,0.611713,0.613443,0.39149632,0.39204992,0.772638589,0.654110871,0.558088697,0.451670958,0.386136766,0.352844928,2.653969215,0.913303902,0.707804917,0.491570193
4312,0.609176,0.634846,0.38987264,0.39808704,0.795325709,0.651460567,0.535168454,0.461334763,0.37906781,0.358278336,2.670949895,0.933137802,0.729778732,0.489881808
4313,0.610736,0.603466,0.39087104,0.38389184,0.766580509,0.647664407,0.538931526,0.470345221,0.390676177,0.345502656,2.641982095,0.904281302,0.701005707,0.493397202
4314,0.612263,0.682714,0.39184832,0.41439264,0.798531309,0.665625047,0.544100038,0.43688003,0.356304024,0.372953376,2.688058295,0.943294802,0.734722182,0.47370218
4315,0.609206,0.626324,0.38989184,0.3953696,0.776958269,0.645966615,0.541573292,0.454458634,0.378766907,0.35583264,2.657848735,0.917403502,0.712069577,0.486494226
4316,0.609288,0.59281,0.38994432,0.37412544,0.742364109,0.605491287,0.51239303,0.417114424,0.351291539,0.336712896,2.618907495,0.880635802,0.676932032,0.457160392
4317,0.612418,0.689219,0.39194752,0.41652384,0.786612509,0.650890007,0.528712006,0.450169605,0.395335684,0.374871456,2.683030095,0.934821302,0.723664707,0.503232808
4318,0.612083,0.63275,0.39173312,0.39834656,0.759485229,0.629988183,0.509990547,0.415992437,0.36079395,0.358511904,2.650889175,0.905187202,0.695910722,0.4696726
4319,0.614022,0.625564,0.39297408,0.39666752,0.791656189,0.652924951,0.534339961,0.440671969,0.373337575,0.357000768,2.664895615,0.928275902,0.725811117,0.48432524
4320,0.610749,0.603441,0.39087936,0.38386368,0.770243091,0.642594473,0.521275578,0.439820462,0.38065637,0.345477312,2.640985226,0.905614158,0.704085858,0.485647928
4321,0.611717,0.625493,0.39149888,0.3959072,0.773736611,0.650589289,0.556071431,0.484057145,0.414045716,0.35631648,2.654375506,0.914056058,0.708816473,0.514047784
4322,0.610011,0.605465,0.39040704,0.38604288,0.754522291,0.618017833,0.504814266,0.421051413,0.33844113,0.347438592,2.634504026,0.894513158,0.689520008,0.449655536
4323,0.611073,0.623961,0.39108672,0.39521088,0.754340291,0.613872233,0.497897786,0.415918229,0.368734583,0.355689792,2.643181026,0.898760658,0.690445383,0.474739798
4324,0.611358,0.600288,0.39126912,0.38064192,0.770021331,0.628417065,0.534333652,0.448666921,0.359733537,0.342577728,2.636052586,0.903036958,0.703275238,0.468394221
4325,0.611344,0.62665,0.39126016,0.39615808,0.791787491,0.664229993,0.548983994,0.463587195,0.374069756,0.356542272,2.662051826,0.926919658,0.725570533,0.484639736
4326,0.609915,0.629049,0.3903456,0.39646848,0.791147891,0.666118313,0.57209465,0.47447572,0.403580576,0.356821632,2.661642426,0.926395158,0.724959708,0.508143492
4327,0.611141,0.598393,0.39113024,0.37889216,0.741021571,0.621617257,0.502093805,0.421275044,0.337420035,0.341002944,2.618602946,0.879812258,0.675719243,0.44589848
4328,0.610284,0.707391,0.39058176,0.421656,0.792835411,0.660668329,0.564534663,0.47562773,0.405302184,0.3794904,2.686873706,0.939854558,0.729590198,0.512212659
4329,0.611614,0.622016,0.39143296,0.3947616,0.782991011,0.637992809,0.530394247,0.460315398,0.385852318,0.35528544,2.654657106,0.918824058,0.716949273,0.492446666
4330,0.608868,0.649206,0.38967552,0.40258368,0.784263091,0.652610473,0.548488378,0.444790702,0.393432562,0.362325312,2.662715226,0.923489158,0.719069608,0.499443881
4331,0.609664,0.592612,0.39018496,0.37381504,0.761744451,0.616595561,0.495276448,0.419021159,0.350816927,0.336433536,2.622287266,0.892015858,0.694312303,0.459056713
