Epoch,Training Loss,Validation Loss,Training Loss,Validation Loss,1 layer,2 layer,3 layer,4 layer,5 layer,12 layer,1 neuron,5 neuron,10 neuron,30 neuron
496,1.029788,1.041994,0.65906432,0.66297024,1.662215069,1.366172055,1.097737644,0.892190115,0.716952092,0.596673216,4.895677775,2.478946422,1.766397907,1.069350958
497,1.027928,1.075619,0.65787392,0.67313504,1.658629869,1.346903895,1.114723116,0.903378493,0.747502794,0.605821536,4.903649975,2.481139922,1.764257382,1.09423022
498,1.028564,1.133415,0.65828096,0.69183328,1.713578109,1.406062487,1.15964999,0.937319992,0.761055993,0.622649952,4.949422335,2.531500222,1.818058637,1.115144839
499,1.02748,1.050382,0.6575872,0.66491584,1.683310669,1.382648535,1.116518828,0.926015062,0.77961205,0.598424256,4.906971175,2.495140922,1.786268232,1.122717824
500,1.024955,1.067139,0.6559712,0.66947008,1.665714909,1.368971927,1.105177542,0.918942033,0.747953627,0.602523072,4.902327535,2.484021222,1.770291487,1.095167146
501,1.02384,1.036432,0.6552576,0.65928704,1.671381869,1.370705495,1.122564396,0.910051517,0.762441213,0.593358336,4.894577975,2.482979922,1.774281382,1.106548955
502,1.026182,1.165365,0.65675648,0.70129504,1.698039869,1.367231895,1.128185516,0.908548413,0.74723873,0.631165536,4.949514975,2.523777422,1.804474257,1.102546468
503,1.027442,1.096375,0.65756288,0.67962144,1.663816269,1.351453015,1.097562412,0.91204993,0.750839944,0.611659296,4.910329575,2.487072922,1.769630432,1.09808654
504,1.024941,1.025891,0.65596224,0.65626624,1.647911069,1.347928855,1.108743084,0.922994467,0.739195574,0.590639616,4.878621775,2.463266422,1.751749907,1.084009744
505,1.023455,1.090707,0.6550112,0.67653184,1.691626669,1.360101335,1.118881068,0.918704854,0.762163883,0.608878656,4.920345175,2.505985922,1.795216482,1.110928291
506,1.027167,1.058243,0.65738688,0.6673312,1.683876029,1.347500823,1.078800658,0.885040527,0.714832421,0.60059808,4.906869215,2.495372622,1.786750177,1.070940461
507,1.026144,1.031022,0.65673216,0.65829312,1.667487949,1.360790359,1.107032287,0.90122583,0.745380664,0.592463808,4.889237095,2.478362522,1.770206592,1.091977036
508,1.023298,1.085383,0.65491072,0.67477792,1.690222749,1.375778199,1.128622559,0.920098047,0.749678438,0.607300128,4.916689295,2.503456022,1.793531067,1.100433955
509,1.026706,1.068852,0.65709184,0.67057856,1.676673389,1.354938711,1.119550969,0.911640775,0.76811262,0.603520704,4.905315255,2.490994322,1.780253622,1.11268896
510,1.025354,1.109979,0.65622656,0.68330656,1.694051389,1.377641111,1.123312889,0.922250311,0.773400249,0.614975904,4.926332255,2.510191822,1.798086497,1.120758564
511,1.023348,1.041728,0.65494272,0.66082432,1.647019149,1.341615319,1.110892255,0.925113804,0.750091043,0.594741888,4.879933895,2.463476522,1.751133492,1.092768139
512,1.02506,1.034068,0.6560384,0.65892096,1.678565789,1.365252631,1.097802105,0.883041684,0.712033347,0.593028864,4.893403855,2.485984822,1.780420547,1.066823642
513,1.021456,1.044515,0.65373184,0.66111072,1.652605549,1.346884439,1.082707551,0.896166041,0.731732833,0.594999648,4.882213495,2.467409522,1.756306542,1.078868171
514,1.02393,1.060952,0.6553152,0.66716224,1.650507069,1.334405655,1.102724524,0.897779619,0.733823695,0.600446016,4.886815775,2.468661422,1.755045657,1.08079124
515,1.021381,1.022851,0.65368384,0.65415424,1.673349069,1.357479255,1.093583404,0.903266723,0.727813379,0.588738816,4.884828775,2.479088922,1.774784032,1.078068488
516,1.02505,1.021762,0.656032,0.65287552,1.635120349,1.311696279,1.060157023,0.883725619,0.706980495,0.587587968,4.864035695,2.449578022,1.738734767,1.0555
517,1.020794,1.018115,0.65330816,0.65073632,1.663631149,1.335704919,1.086163935,0.902531148,0.738824918,0.585662688,4.875751895,2.469691522,1.765146242,1.084998239
518,1.023711,1.069843,0.65517504,0.66993728,1.656682109,1.328545687,1.10003655,0.91802924,0.752823392,0.602943552,4.891078335,2.473880222,1.760981637,1.097034758
519,1.022556,1.017567,0.65443584,0.6496464,1.653841229,1.337072983,1.102858386,0.898286709,0.754629367,0.58468176,4.868967015,2.461404122,1.755731952,1.095984318
520,1.023739,1.094402,0.65519296,0.67780512,1.676640511,1.356512409,1.112809927,0.902647942,0.730918353,0.610024608,4.908125376,2.492382943,1.780576119,1.083211271
521,1.022467,1.00669,0.65437888,0.63923296,1.632718351,1.314974681,1.058779745,0.855823796,0.687459036,0.575309664,4.847192136,2.439955243,1.734527574,1.037958277
522,1.020621,1.100633,0.65319744,0.67880128,1.658536671,1.341229337,1.086983469,0.906386775,0.75110942,0.610921152,4.899269616,2.478903143,1.763628289,1.096668165
523,1.022492,1.056831,0.65439488,0.66538336,1.656568751,1.326455001,1.070364001,0.8838912,0.72151296,0.598845024,4.884467736,2.470518243,1.760056124,1.071314017
524,1.020158,1.193986,0.65290112,0.70852608,1.703561471,1.394449177,1.148759341,0.946607473,0.763285978,0.637673472,4.950706816,2.527134143,1.809454639,1.116055611
525,1.017656,1.055889,0.65129984,0.6635344,1.671219791,1.376575833,1.106860666,0.920688533,0.752150826,0.59718096,4.889144296,2.480182043,1.773460354,1.097757069
526,1.023077,1.066,0.65476928,0.66850464,1.677240031,1.364192025,1.11855362,0.896842896,0.721074317,0.601654176,4.896724656,2.486982343,1.779675609,1.074255922
527,1.022243,1.067391,0.65423552,0.66868288,1.651268271,1.346214617,1.098571693,0.899657355,0.748525884,0.601814592,4.883517016,2.467392643,1.755299364,1.092299236
528,1.016419,1.067115,0.65050816,0.66673088,1.646766271,1.341013017,1.090810413,0.875048331,0.707638665,0.600057792,4.878914016,2.462840143,1.750784739,1.058678961
529,1.021432,0.976006,0.65371648,0.61010752,1.590792911,1.293434329,1.047147463,0.83891797,0.691934376,0.549096768,4.793903976,2.392348443,1.691181794,1.032017189
530,1.018129,1.017878,0.65160256,0.6513616,1.658296991,1.349437593,1.113550074,0.920040059,0.764432047,0.58622544,4.868510096,2.463403543,1.759573629,1.104226346
531,1.018421,1.160798,0.65178944,0.69735008,1.696535471,1.391628377,1.124902701,0.909522161,0.766017729,0.627615072,4.933217816,2.514876643,1.801120764,1.115789512
532,1.021082,0.999057,0.65349248,0.63234848,1.611783871,1.321027097,1.068421677,0.868737342,0.709789873,0.569113632,4.825440416,2.418612143,1.713490939,1.051554327
533,1.017428,1.068801,0.65115392,0.66759328,1.663278671,1.363822937,1.125858349,0.935886679,0.757109344,0.600833952,4.886032616,2.474655643,1.766122914,1.100618604
534,1.014941,1.11345,0.64956224,0.68108512,1.690620511,1.371296409,1.113437127,0.924749702,0.776599761,0.612976608,4.912795376,2.501707943,1.793392369,1.121621397
535,1.017757,1.064803,0.65136448,0.6664192,1.655404591,1.340723673,1.080178938,0.899743151,0.73379452,0.59977728,4.880121496,2.467763043,1.758494204,1.080588225
536,1.01837,1.027538,0.6517568,0.65469056,1.639525951,1.343220761,1.110976609,0.916381287,0.763905029,0.589221504,4.860053536,2.449789743,1.742091899,1.101081972
537,1.017881,1.004579,0.65144384,0.63867392,1.632559311,1.316047449,1.064037959,0.886430367,0.733144294,0.574806528,4.840153576,2.436356443,1.733508594,1.073786724
538,1.020151,1.163467,0.65289664,0.69875776,1.699293151,1.365834521,1.120667617,0.926534093,0.755227275,0.628881984,4.933204336,2.516248743,1.803532049,1.107431569
539,1.016942,1.014188,0.65084288,0.64819904,1.633784431,1.317027545,1.060422036,0.849537629,0.689630103,0.583379136,4.849491256,2.441637843,1.735747784,1.040031651
540,1.018609,1.04025,0.65190976,0.65883488,1.637870271,1.338696217,1.091756973,0.891405579,0.739924463,0.592951392,4.861770016,2.449820143,1.740857739,1.081903599
541,1.017886,1.08929,0.65144704,0.67429632,1.666781711,1.361825369,1.089860295,0.887888236,0.737110589,0.606866688,4.891287176,2.479034443,1.769844894,1.08549536
542,1.016273,1.04541,0.65041472,0.65973856,1.641673951,1.342939161,1.106351329,0.924681063,0.75574485,0.593764704,4.863775536,2.452724743,1.744436649,1.095140829
543,1.01697,1.028937,0.6508608,0.65469024,1.629275631,1.341820505,1.082656404,0.890525123,0.720420098,0.589221216,4.852128056,2.440701843,1.732132184,1.064476447
544,1.015094,1.033509,0.64966016,0.65555296,1.660788351,1.341830681,1.111064545,0.911651636,0.742921308,0.589997664,4.868347136,2.464567743,1.761733199,1.087250595
545,1.013135,1.01109,0.6484064,0.6464432,1.649128591,1.331302873,1.073842298,0.860273839,0.693819071,0.58179888,4.853007496,2.451068043,1.749613454,1.045268865
546,1.01406,1.030945,0.6489984,0.6544016,1.658936991,1.351149593,1.116119674,0.913295739,0.737036591,0.58896144,4.865470096,2.462203543,1.759753629,1.082069981
547,1.014398,1.067318,0.64921472,0.66614912,1.648134511,1.339307609,1.108646087,0.91531687,0.747853496,0.599534208,4.871416376,2.459775443,1.751044744,1.090237885
548,1.013375,1.002749,0.64856,0.63835904,1.630194431,1.311755545,1.060604436,0.874483549,0.731986839,0.574523136,4.834256256,2.432225343,1.730702159,1.07203454
549,1.012071,1.016551,0.64772544,0.64915904,1.639644431,1.342115545,1.109692436,0.895753949,0.743003159,0.584243136,4.849381256,2.444512843,1.740861534,1.083305096
550,1.014827,1.041679,0.64948928,0.65808192,1.666417311,1.343533849,1.096427079,0.901541663,0.748033331,0.592273728,4.871290576,2.468853943,1.767026469,1.092197453
551,1.014831,1.099722,0.64949184,0.67665696,1.677242351,1.359393881,1.117515105,0.926812084,0.775049667,0.608991264,4.894878136,2.486060243,1.779446824,1.117251782
552,1.01423,1.017559,0.6491072,0.65017248,1.631807871,1.337846297,1.099477037,0.90238163,0.741505304,0.585155232,4.845276416,2.438542143,1.733491439,1.080912672
553,1.014843,1.022973,0.64949952,0.65210112,1.639586511,1.349269209,1.093415367,0.893932294,0.727545835,0.586891008,4.850694376,2.445140443,1.740974994,1.071064757
554,1.012612,1.041754,0.64807168,0.65739712,1.647132511,1.333306009,1.104644807,0.892915846,0.731532676,0.591657408,4.859363376,2.453247943,1.748661369,1.075875729
555,1.015174,1.03871,0.64971136,0.65724288,1.663228271,1.339782617,1.106226093,0.896580875,0.7336647,0.591518592,4.866857016,2.465042643,1.763681864,1.079940289
556,1.011516,1.071874,0.64737024,0.6666848,1.676520191,1.359216153,1.105772922,0.897018338,0.75361467,0.60001632,4.882544896,2.479532543,1.777273279,1.098798245
557,1.011689,1.07279,0.64748096,0.66703328,1.651118671,1.340894937,1.080315949,0.897052759,0.751642208,0.600329952,4.869792616,2.460455643,1.753452914,1.093404895
558,1.014334,1.044295,0.64917376,0.65876128,1.659496671,1.357597337,1.106477869,0.923982295,0.757585836,0.592885152,4.865309616,2.462403143,1.760223289,1.098549297
559,1.014339,1.129937,0.64917696,0.68616832,1.672753711,1.353802969,1.092242375,0.8769939,0.71519512,0.617551488,4.898945176,2.485849443,1.776027644,1.069325985
560,1.013525,1.095803,0.648656,0.67498496,1.662790965,1.337832772,1.080266217,0.887012974,0.723610379,0.607486464,4.882380443,2.472585704,1.76523965,1.073405444
561,1.010966,1.121147,0.64701824,0.68227616,1.651132165,1.323705732,1.070164585,0.858531668,0.724025335,0.614048544,4.883442243,2.467287204,1.755170925,1.072677709
562,1.007829,1.00787,0.64501056,0.64502368,1.630529685,1.317223748,1.065378998,0.853903199,0.684322559,0.580521312,4.835488523,2.433009104,1.73114954,1.034059868
563,1.011397,1.008611,0.64729408,0.64461952,1.641175525,1.34414042,1.112912336,0.907529869,0.732023895,0.580157568,4.840007283,2.440591404,1.741029495,1.073737397
564,1.009814,1.032132,0.64628096,0.65342272,1.618628725,1.33090298,1.103922384,0.906737907,0.762590326,0.588080448,4.837137083,2.427882904,1.72094227,1.095648842
565,1.013654,1.035629,0.64873856,0.65577056,1.622826565,1.305461252,1.046369001,0.851495201,0.713196161,0.590193504,4.841183843,2.432005204,1.725121225,1.05695797
566,1.009543,1.175116,0.64610752,0.69909088,1.680796885,1.375037508,1.121630006,0.911704005,0.738163204,0.629181792,4.913089323,2.496943104,1.78483344,1.089919184
567,1.009766,1.037423,0.64625024,0.65510048,1.639856485,1.313885188,1.07390815,0.87712652,0.714101216,0.589590432,4.848228723,2.444042604,1.740903015,1.060089494
568,1.009637,0.988082,0.64616768,0.62547488,1.624080885,1.331664708,1.070531766,0.880425413,0.72754033,0.562927392,4.810315323,2.417198104,1.72236019,1.065471885
569,1.01021,1.064287,0.6465344,0.66383904,1.657095045,1.351676036,1.087740829,0.874992663,0.73679413,0.597455136,4.864786563,2.460940804,1.758056485,1.081623465
570,1.011632,0.980589,0.64744448,0.6176432,1.586349205,1.293879364,1.074703491,0.879362793,0.736290234,0.55587888,4.782817803,2.384583504,1.68590778,1.065948888
571,1.006979,0.981676,0.64446656,0.62017568,1.583131685,1.278505348,1.050004278,0.878003423,0.711202738,0.558158112,4.783341523,2.383236604,1.683157915,1.045609511
572,1.006693,1.081448,0.64428352,0.66820512,1.634611125,1.3156889,1.09175112,0.910200896,0.737360717,0.601384608,4.856710683,2.445660904,1.73737357,1.079020754
573,1.0083,1.027053,0.645312,0.65131296,1.647568965,1.341655172,1.092524137,0.88081931,0.727055448,0.586181664,4.845897443,2.446733204,1.747360025,1.070990999
574,1.005565,1.016177,0.6435616,0.64695744,1.642663445,1.315330756,1.072264605,0.892211684,0.737769347,0.582261696,4.838689163,2.440676304,1.74216666,1.078350738
575,1.008756,1.10845,0.64560384,0.67750592,1.659061925,1.33044954,1.093959632,0.912367705,0.769494164,0.609755328,4.877036883,2.468049404,1.761308795,1.109205212
576,1.008622,1.003181,0.64551808,0.64029472,1.609700725,1.29936058,1.073888464,0.885510771,0.709208617,0.576265248,4.814745083,2.412222904,1.71033127,1.049811474
577,1.008935,1.030512,0.6457184,0.65262304,1.632279045,1.306623236,1.084098589,0.896478871,0.725183097,0.587360736,4.837962563,2.435120804,1.732989485,1.067170638
578,1.00782,1.055473,0.6450048,0.66025376,1.661359765,1.341087812,1.102870249,0.8878962,0.74231696,0.594228384,4.859733643,2.460546704,1.7611565,1.085962909
579,1.00687,1.076145,0.6443968,0.6665648,1.660720805,1.363376644,1.123901315,0.903121052,0.730496842,0.59990832,4.865325203,2.463023004,1.761296355,1.077002074
580,1.007574,1.051461,0.64484736,0.6588912,1.657297205,1.341837764,1.093870211,0.907896169,0.757116935,0.59300208,4.855539803,2.456418504,1.75707753,1.096977249
581,1.003426,1.041573,0.64219264,0.65439968,1.633855685,1.344284548,1.088627638,0.900902111,0.733521688,0.588959712,4.838927523,2.436391604,1.734489665,1.074095671
582,1.0068,1.056302,0.644352,0.66019264,1.624298645,1.329838916,1.093871133,0.878296906,0.708637525,0.594173376,4.839541963,2.431920304,1.72620406,1.053294081
583,1.004104,1.036128,0.64262656,0.65287424,1.631230245,1.334984196,1.092387357,0.877909885,0.732327908,0.587586816,4.835289363,2.433259804,1.731737635,1.072514287
584,1.006692,0.980468,0.64428288,0.61910784,1.592513845,1.302811076,1.049048861,0.840839089,0.704671271,0.557197056,4.781764763,2.387139304,1.69117021,1.041164878
585,1.005018,1.064794,0.64321152,0.66233984,1.662795845,1.347036676,1.103229341,0.896583473,0.720466778,0.596105856,4.859737763,2.461266804,1.762413585,1.068626783
586,1.005945,1.030248,0.6438048,0.65158176,1.617887765,1.309910212,1.071528169,0.889222536,0.712578028,0.586423584,4.826125643,2.422006704,1.7189175,1.054463763
587,1.007758,0.99632,0.64496512,0.63398464,1.622940645,1.310752516,1.075802013,0.89064161,0.733313288,0.570586176,4.810654963,2.416797804,1.721404935,1.070010191
588,1.000668,0.985024,0.64042752,0.62540928,1.616215285,1.306572228,1.071657782,0.894126226,0.727300981,0.562868352,4.798316923,2.407266104,1.71397799,1.063294006
589,1.00489,1.051009,0.6431296,0.65788768,1.634543685,1.328834948,1.103067958,0.899254367,0.736203493,0.592098912,4.839559523,2.437051604,1.735170665,1.076373115
590,1.001472,1.011362,0.64094208,0.64410688,1.614612885,1.326090308,1.098872246,0.879097797,0.731678238,0.579696192,4.815413323,2.415013104,1.71471294,1.068345211
591,1.006021,1.054555,0.64385344,0.65938432,1.641340325,1.34667226,1.079337808,0.867870246,0.721896197,0.593445888,4.843654483,2.442497404,1.741629595,1.066016438
592,1.003614,0.981747,0.64231296,0.62132064,1.598726645,1.287781316,1.042625053,0.834900042,0.692720034,0.559188576,4.783883963,2.391305304,1.69687131,1.032437088
593,1.003797,1.042934,0.64243008,0.65495392,1.650209925,1.35416794,1.086934352,0.877147481,0.737717985,0.589458528,4.842858883,2.446534404,1.749291045,1.079481269
594,1.005383,0.979752,0.64344512,0.61883936,1.591945365,1.307956292,1.053165033,0.852532027,0.712025621,0.556955424,4.777212043,2.384578704,1.6901037,1.046536238
595,1.000957,1.100493,0.64061248,0.672464,1.650220005,1.359376004,1.112300803,0.908640642,0.748512514,0.6052176,4.859574003,2.454897004,1.751389255,1.089789412
596,1.00282,1.015068,0.6418048,0.64572416,1.612930165,1.291944132,1.059555305,0.870844244,0.722275395,0.581151744,4.813789243,2.413359704,1.71303755,1.060492257
597,1.003751,0.999805,0.64240064,0.63861248,1.608068485,1.322854788,1.08188383,0.871107064,0.709685651,0.574751232,4.803846723,2.405957604,1.707540765,1.048940042
598,0.999925,0.993933,0.639952,0.63419968,1.615505685,1.328004548,1.095203638,0.887362911,0.741490328,0.570779712,4.802752523,2.409129104,1.71391154,1.075018083
599,1.001955,1.038922,0.6412512,0.65308064,1.643036645,1.325629316,1.089303453,0.898642762,0.72931421,0.587772576,4.834998963,2.439017804,1.742031935,1.071254929
600,0.999645,1.126352,0.6397728,0.68031904,1.660704704,1.358163764,1.114531011,0.921624809,0.772899847,0.612287136,4.870671392,2.465688048,1.76195054,1.111457487
601,1.000781,1.057457,0.64049984,0.65863616,1.645271824,1.35301746,1.112413968,0.922731174,0.758984939,0.592772544,4.840872072,2.443071948,1.744721855,1.095802341
602,1.002711,1.023554,0.64173504,0.6484048,1.642890464,1.347112372,1.089289897,0.900231918,0.730185534,0.58356432,4.829050032,2.435970248,1.74116041,1.071342477
603,1.001137,1.04888,0.64072768,0.65600544,1.628741104,1.335392884,1.103114307,0.910491445,0.755993156,0.590404896,4.829175992,2.428958548,1.728795465,1.090586234
604,1.002593,0.98827,0.64165952,0.62790944,1.620095104,1.334076084,1.100460867,0.881168693,0.724534955,0.565118496,4.796356992,2.408226048,1.71712784,1.061273174
605,0.999407,0.97466,0.63962048,0.61586336,1.570699024,1.28215922,1.057727376,0.8693819,0.70510552,0.554277024,4.759212872,2.364955948,1.669263255,1.037075606
606,1.003864,0.993021,0.64247296,0.63206368,1.620749344,1.303399476,1.06671958,0.853375664,0.689900531,0.568857312,4.800038352,2.410393848,1.71816047,1.033999194
607,1.001971,1.00637,0.64126144,0.64266912,1.614404784,1.321123828,1.073699062,0.86055925,0.7172474,0.578402208,4.807071512,2.410738148,1.713488125,1.05594555
608,1.002019,0.989592,0.64129216,0.62936224,1.584147904,1.280118324,1.036894659,0.846715727,0.677772582,0.566426016,4.778236192,2.381192048,1.68340894,1.018456475
609,1.000225,0.966521,0.640144,0.60778816,1.578423824,1.30273906,1.050991248,0.876792998,0.719834398,0.547009344,4.753400072,2.365911948,1.675295855,1.049049908
610,0.999728,1.029029,0.63982592,0.64920224,1.642887904,1.349110324,1.103288259,0.891430607,0.746744486,0.584282016,4.826646192,2.434767048,1.74085769,1.084348998
611,0.998657,1.062074,0.63914048,0.65943392,1.646569584,1.323655668,1.072524534,0.870819627,0.709455702,0.593490528,4.838318712,2.442444148,1.745538225,1.056053391
612,0.997727,1.066859,0.63854528,0.66066752,1.651653184,1.340922548,1.081138038,0.89011043,0.740888344,0.594600768,4.841694112,2.446673648,1.7504083,1.082045405
613,1.002143,1.089018,0.64137152,0.66917152,1.658407184,1.360725748,1.097380598,0.881904478,0.714723583,0.602254368,4.853175112,2.455791148,1.757753175,1.062937096
614,0.99958,1.074417,0.6397312,0.66367904,1.654364704,1.359091764,1.108473411,0.900778729,0.732222983,0.597311136,4.845261392,2.449813048,1.75322679,1.075740996
615,0.999373,1.022165,0.63959872,0.64689216,1.624627824,1.33250226,1.098401808,0.879521446,0.740417157,0.582202944,4.813206072,2.418916948,1.723200105,1.076117115
616,0.999228,1.041445,0.63950592,0.65301536,1.641001024,1.34560082,1.112080656,0.900864524,0.75349162,0.587713824,4.827115872,2.434058448,1.73926538,1.089604986
617,0.997805,0.983634,0.6385952,0.62499104,1.612826704,1.328661364,1.086929091,0.892743273,0.753394618,0.562491936,4.784604392,2.398715548,1.709298915,1.082458804
618,0.996071,1.072849,0.63748544,0.6620544,1.622940064,1.319952052,1.093161641,0.900129313,0.74090345,0.59584896,4.826324432,2.424632248,1.72336311,1.07764921
619,0.997644,0.995597,0.63849216,0.63652704,1.599662704,1.304530164,1.073224131,0.863379305,0.691103444,0.572874336,4.788758392,2.394210548,1.698299665,1.031724865
620,0.998764,1.054545,0.63920896,0.65705888,1.637244544,1.310195636,1.076956508,0.897565207,0.749652165,0.591352992,4.827681152,2.432462848,1.73604912,1.086214302
621,0.996756,1.032746,0.63792384,0.64944064,1.603876304,1.295901044,1.048320835,0.858256668,0.697405334,0.584496576,4.802978792,2.403427548,1.703764115,1.038609777
622,0.99553,0.974233,0.6371392,0.61669408,1.591779744,1.298623796,1.050499036,0.870799229,0.716239383,0.555024672,4.763783952,2.377781848,1.68828027,1.048547876
623,0.99639,0.978022,0.6376896,0.62005632,1.574191984,1.276153588,1.03932287,0.849458296,0.703966637,0.558050688,4.757952312,2.366072148,1.672162025,1.036387739
624,0.995997,1.084168,0.63743808,0.6656528,1.641638464,1.332910772,1.092328617,0.903862894,0.739090315,0.59908752,4.836872032,2.439255248,1.74104266,1.079123302
625,0.994561,1.035161,0.63651904,0.64951104,1.621346704,1.326277364,1.096221891,0.908177513,0.73054201,0.584559936,4.810184392,2.415765548,1.719951415,1.067586718
626,0.994308,1.138891,0.63635712,0.68262368,1.663509344,1.348407476,1.10432598,0.892260784,0.729008627,0.614361312,4.863978352,2.463743848,1.76356797,1.075955671
627,0.994509,1.060991,0.63648576,0.65776,1.639695664,1.324156532,1.072125225,0.86370018,0.719360144,0.591984,4.826807832,2.433251748,1.738084685,1.062138465
628,0.996995,0.991613,0.6380768,0.63291008,1.591095744,1.311676596,1.059741276,0.875793021,0.739834417,0.569619072,4.777257952,2.384176848,1.68936602,1.068702903
629,1.000286,1.019017,0.64018304,0.64617696,1.601812624,1.2834501,1.04196008,0.861968064,0.697574451,0.581559264,4.795483272,2.398647948,1.701021455,1.03778915
630,0.993579,1.02658,0.63589056,0.64645088,1.629136544,1.336509236,1.097207388,0.903765911,0.724612729,0.581805792,4.809019152,2.419077848,1.72662187,1.063505753
631,0.996941,1.002666,0.63804224,0.63987424,1.594009904,1.281207924,1.060166339,0.860133071,0.722906457,0.575886816,4.784479192,2.389244548,1.692818565,1.056174075
632,0.993799,1.123188,0.63603136,0.67743584,1.666621504,1.339697204,1.098557763,0.91444621,0.731956968,0.609692256,4.857946592,2.462284048,1.76553714,1.078022384
633,0.99793,1.050332,0.6386752,0.65544384,1.608879504,1.321103604,1.076882883,0.873506306,0.702805045,0.589899456,4.806683592,2.407781548,1.708605015,1.043800346
634,0.991145,0.951778,0.6343328,0.59654048,1.560226144,1.263380916,1.013104732,0.827283786,0.672627029,0.536886432,4.723053552,2.341639848,1.65557957,1.006429593
635,0.994444,1.064633,0.63644416,0.65890464,1.622440304,1.324352244,1.074281795,0.875425436,0.722740349,0.593014176,4.816124792,2.419282548,1.721650865,1.062048789
636,0.995534,1.026992,0.63714176,0.64720832,1.614593984,1.314075188,1.07166015,0.87812812,0.735302496,0.582487488,4.800105312,2.407349648,1.7127829,1.069711926
637,0.995547,1.013195,0.63715008,0.64279744,1.613233104,1.308986484,1.047989187,0.855191349,0.71855308,0.578517696,4.794613992,2.403923548,1.710905715,1.055627174
638,0.995307,0.984373,0.63699648,0.62649984,1.599585504,1.303668404,1.046534723,0.845627778,0.694502223,0.563849856,4.771092592,2.385339048,1.69602389,1.032669588
639,0.997479,1.05665,0.63838656,0.65732128,1.625456944,1.322365556,1.084292444,0.902233956,0.756987164,0.591589152,4.814449752,2.419953348,1.724081045,1.089580401
640,0.992117,1.13993,0.63495488,0.68225504,1.647806513,1.319045211,1.071636168,0.870908935,0.721927148,0.614029536,4.850158297,2.448982405,1.748100486,1.067338199
641,0.99072,1.031503,0.6340608,0.64711136,1.601312833,1.301850267,1.065080213,0.862864171,0.713491337,0.582400224,4.791367777,2.396340305,1.700069701,1.050061131
642,0.987867,1.223108,0.63223488,0.707512,1.657563473,1.334050779,1.096040623,0.897232498,0.740585999,0.6367608,4.879493737,2.468528605,1.760304756,1.08617452
643,0.992898,0.973673,0.63545472,0.61699872,1.566500193,1.280000155,1.032800124,0.860240099,0.693792079,0.555298848,4.743048817,2.354774505,1.663568771,1.025988564
644,0.991058,0.972819,0.63427712,0.61676768,1.564119153,1.258895323,1.009516258,0.839613006,0.697690405,0.555090912,4.741227257,2.352673205,1.661257666,1.028686965
645,0.991014,0.99053,0.63424896,0.63378432,1.610185793,1.325748635,1.081798908,0.868239126,0.714191301,0.570405888,4.780877217,2.395531505,1.706522221,1.050459342
646,0.989398,0.967785,0.63321472,0.61246624,1.596317713,1.299054171,1.051243336,0.870994669,0.715595735,0.551219616,4.752225097,2.374271405,1.690806136,1.047330869
647,0.990977,1.063096,0.63422528,0.65730336,1.612204833,1.303763867,1.065411093,0.867128875,0.6965031,0.591573024,4.804605777,2.408405305,1.711254951,1.038883541
648,0.99154,1.034012,0.6345856,0.64817664,1.615328113,1.318262491,1.093009992,0.890007994,0.714006395,0.583358976,4.796640697,2.405984405,1.712992186,1.052401997
649,0.990231,0.998095,0.63374784,0.63626432,1.599665793,1.303732635,1.073786108,0.870628886,0.704903109,0.572637888,4.776497217,2.388081505,1.696769721,1.041538788
650,0.989356,0.992269,0.63318784,0.63412,1.614971473,1.305977179,1.075581743,0.898465394,0.752372315,0.570708,4.781605737,2.398288605,1.710800756,1.081555573
651,0.992459,0.991209,0.63517376,0.63397376,1.588675233,1.299740187,1.044992149,0.865993719,0.722394976,0.570576384,4.767911377,2.378293305,1.686079751,1.053574642
652,0.988263,1.037983,0.63248832,0.64839872,1.596950193,1.306760155,1.080208124,0.887366499,0.714693199,0.583558848,4.786073817,2.391512005,1.695590646,1.05005696
653,0.991136,1.043501,0.63432704,0.65108384,1.632285313,1.306628251,1.0585026,0.85680208,0.689041664,0.585975456,4.806026497,2.419155905,1.729002961,1.035064512
654,0.986746,1.003971,0.63151744,0.63702944,1.589680913,1.289744731,1.063395784,0.868316628,0.701053302,0.573326496,4.770269897,2.379975405,1.687254536,1.036837723
655,0.986337,1.033153,0.63125568,0.6462368,1.623138273,1.310510619,1.080008495,0.899206796,0.724565437,0.58161312,4.795805937,2.409472105,1.719721731,1.061546771
656,0.989042,1.019567,0.63298688,0.64275488,1.602706353,1.287765083,1.044212066,0.841769653,0.708615722,0.578479392,4.781708057,2.392207205,1.700081566,1.045334019
657,0.988741,1.004553,0.63279424,0.63785408,1.609255553,1.300604443,1.074083554,0.874066843,0.705253475,0.574068672,4.779681857,2.394468705,1.705558841,1.043096521
658,0.988301,1.037636,0.63251264,0.64829984,1.604751313,1.293801051,1.05344084,0.853152672,0.710522138,0.583469856,4.787475497,2.396113405,1.702591836,1.047640391
659,0.985676,1.125065,0.63083264,0.67543712,1.621338593,1.300670875,1.0693367,0.88346936,0.726375488,0.607893408,4.822506417,2.421922505,1.721484571,1.065484891
660,0.989462,1.050055,0.63325568,0.65264544,1.622796913,1.323837531,1.060670024,0.87813602,0.708108816,0.587380896,4.800043897,2.411420405,1.719952786,1.048771134
